lat,lon
46.19624833,6.13884786
46.206246079,6.144843294
46.2,6.15
46.210256838,6.150791284
46.2,6.15
46.2,6.15
46.2,6.15
46.204267442,6.136088121
46.20367,6.14042
46.206767718,6.146804968
46.202273907,6.150327379
46.210720498,6.152017316
46.2,6.15
46.208513717,6.149565723
46.201393338,6.122368449
46.2,6.15
46.209691436,6.150481758
46.20582159,6.14871254
46.23447,6.11454
46.2,6.15
46.2,6.15
46.2,6.15
46.2,6.15
46.2016,6.14768
46.2070885,6.14604
46.201111111,6.148611111
46.2,6.15
46.20446327,6.151359
46.226666667,6.140555556
46.2,6.15
46.19025592,6.10927454
46.2,6.15
46.205641051,6.140905355
46.211356615,6.147126502
46.2,6.15
46.205325196,6.153195672
46.208247845,6.146329247
46.211033567,6.142407883
46.2,6.15
46.2,6.15
46.206246079,6.144843294
46.4333,6.91667
46.2,6.15
46.20467,6.14679
46.198,6.14086
46.205641051,6.140905355
47.3667,8.55
47.370593745,8.548393318
47.380386108,8.506673858
47.379309122,8.513761749
47.37146,8.54019
47.47366,9.67211
47.396206402,9.666635834
46.296634335,7.055240078
46.0167,8.95
46.004817,8.94197
47.3667,8.55
47.363611111,8.531111111
47.3667,8.55
47.3667,8.55
46.623577183,8.022162615
46.183333333,8.716666667
46.1167,7.93333
46.2,7.33333
47.609118872,8.236678661
47.39347,8.04524
46.675277778,9.682222222
46.443446,9.807841
47.3333,8.21667
46.98494,7.76321
46.9333,10.35
47.42005,9.36842
47.458712748,9.384571502
47.452557574,8.560755808
47.452376669,8.560602273
47.452376669,8.560602273
47.2333,7.51667
46.665005687,6.793569968
46.513146409,6.529076099
46.8867084,10.5046375
46.156665135,8.977837633
47.382601202,8.50374249
47.593055058,8.689810664
47.382601202,8.50374249
47.3667,8.55
47.4108,8.5439
47.421272218,8.501799799
46.95,7.45
47.3667,8.55
47.3667,8.55
47.3667,8.55
47.364104489,8.54502219
47.3667,8.55
47.385008089,8.520083596
47.051660708,8.306844776
47.38956353,8.49106558
47.055337705,8.484268882
47.38876,8.52506
47.41236,8.5542
47.367706596,8.544220187
46.210256838,6.150791284
47.4167,8.58333
47.370593745,8.548393318
46.8167,9.83333
46.992815676,6.939776933
47.42497,9.37859
47.416667,9.366667
47.612214262,7.573275062
47.078718131,8.2745332
47.5,8.75
47.5,8.75
46.96391025,9.553626586
47.018512789,8.283125086
47.05313,8.33534
47.046699138,8.344066521
47.018512789,8.283125086
47.052699608,8.335191967
47.052699608,8.335191967
47.051660708,8.306844776
47.051587596,8.306801878
47.05,8.31
46.00749956,8.962934017
47.05,8.31
47.05,8.31
47.04932,8.3045
47.05,8.31
47.05269201,8.310722614
47.051660708,8.306844776
47.051660708,8.306844776
46.5198,6.6335
47.05,8.31
47.052699608,8.335191967
47.05313,8.33534
47.051660708,8.306844776
47.0481491,8.3054304
47.05,8.31
47.056435635,8.319664047
47.05,8.31
47.05269201,8.310722614
47.05,8.31
47.051660708,8.306844776
47.049149912,8.304260826
47.047933217,8.313338719
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.051660708,8.306844776
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.05,8.31
47.04932,8.3045
47.05,8.31
46.595567663,7.907536337
47.051660708,8.306844776
47.051660708,8.306844776
47.0541399,8.33439
47.051660708,8.306844776
47.05,8.31
47.05,8.31
47.382601202,8.50374249
47.430925037,8.467620236
47.2833,8.45
47.42095337,8.507859277
47.3667,8.55
46.7333,8.18333
47.41236,8.5542
47.412411712,8.553731795
47.427943211,8.575273279
47.45,8.58333
47.41301142,8.552769155
47.437431038,8.571512085
47.4167,8.58333
47.41301142,8.552769155
47.421227172,8.555434569
47.437431038,8.571512085
47.416868267,8.562731355
47.41418,8.54689
47.421227172,8.555434569
47.4167,8.58333
47.41558,8.54551
47.437431038,8.571512085
47.451671,8.561435
47.437431038,8.571512085
46.797776009,7.152364355
47.3667,8.55
46.559166667,8.561388889
47.2167,8.81667
47.38775,8.75149
46.35,7.06667
47.051587596,8.306801878
46.5119,6.62801
46.535277778,6.638611111
46.5198,6.6335
46.5211258,6.61930215
46.5098424,6.632835876
46.5198,6.6335
46.5198,6.6335
46.5199,6.63939
46.5200699,6.63772
46.535277778,6.638611111
46.507698119,6.63004934
46.52174279,6.627188729
46.51524,6.63547
46.50684284,6.626660554
46.5198,6.6335
46.5198,6.6335
46.5167,6.63333
46.520809228,6.630947459
46.5198,6.6335
46.5198,6.6335
46.5198,6.6335
46.5198,6.6335
46.523655,6.637206
46.530732509,6.639825498
47.074178106,8.28724332
47.03437149,8.277291967
47.049618229,8.309178434
47.051694294,8.295176391
47.05,8.31
47.05,8.31
47.0528199,8.30415
47.05,8.31
47.051587596,8.306801878
47.05426976,8.310343391
47.05,8.31
47.05,8.312
47.03437149,8.277291967
47.054983473,8.316101806
47.05,8.31
47.051660708,8.306844776
47.052322015,8.308016405
47.051838286,8.307070322
47.05204,8.30691
47.05,8.31
47.05,8.31
47.05,8.31
47.058315696,8.308502104
47.203113868,8.778403567
47.05,8.31
47.051660708,8.306844776
47.05,8.31
47.050713575,8.312185809
47.05,8.31
47.051660708,8.306844776
47.050695559,8.311496777
47.05347186,8.3199976
47.0704058,8.2975685
47.05,8.31
47.05,8.31
47.0513278,8.30673141
47.051660708,8.306844776
47.04976,8.30897
47.05,8.31
47.056780908,8.3119926
47.05,8.31
47.05,8.31
47.05,8.31
47.05524997,8.319655369
47.055087015,8.312520603
47.05,8.31
47.05,8.31
47.05,8.31
47.055811936,8.325448036
47.05,8.31
47.051660708,8.306844776
47.081122173,8.270750744
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.069722222,8.314166667
47.05,8.31
47.05,8.31
47.0333,8.28333
47.049367772,8.306379058
47.0424881,8.3192196
47.05,8.31
47.05524997,8.319655369
47.052322015,8.308016405
47.05,8.31
47.05269201,8.310722614
47.05888,8.31026
47.05,8.31
47.05,8.312
47.05,8.31
47.05507,8.315
47.05504,8.31707
47.05,8.31
47.051660708,8.306844776
47.051660708,8.306844776
47.051660708,8.306844776
47.051660708,8.306844776
47.05,8.31
47.05,8.31
47.05,8.31
47.05888,8.31026
47.051660708,8.306844776
47.047785609,8.312273026
47.050318792,8.307769289
47.05,8.31
47.051587596,8.306801878
47.04932,8.3045
47.04932,8.3045
47.051660708,8.306844776
47.051660708,8.306844776
47.030084585,8.27764238
47.05,8.31
47.051694294,8.295176391
47.05,8.31
47.051587596,8.306801878
47.051660708,8.306844776
47.04932,8.3045
47.031214554,8.332034457
47.05,8.312
47.051587596,8.306801878
47.047933217,8.313338719
47.051660708,8.306844776
47.051660708,8.306844776
47.05888,8.31026
47.05,8.31
47.07577,8.27621
47.051660708,8.306844776
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.0333,8.28333
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.05,8.31
47.074212563,8.287222771
47.05,8.31
47.05,8.31
47.05,8.31
47.0481491,8.3054304
47.050567327,8.308154274
47.051227291,8.304401844
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.078577636,8.276816869
47.051660708,8.306844776
47.05507,8.315
47.05,8.31
47.39144,8.16768
47.05,8.31
46.5198,6.6335
47.05,8.31
47.3840999,8.53267
47.051660708,8.306844776
47.05,8.31
47.0333,8.28333
47.05,8.31
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.05,8.31
47.085268512,8.268139341
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.051660708,8.306844776
47.049351957,8.309349448
47.051660708,8.306844776
47.051694294,8.295176391
47.05,8.31
47.051660708,8.306844776
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.0546099,8.29463
47.05426976,8.310343391
47.051660708,8.306844776
47.051660708,8.306844776
47.041226815,8.307217383
47.049321532,8.310084776
47.051660708,8.306844776
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.054983473,8.316101806
47.05,8.31
47.049618229,8.309178434
47.048249344,8.305475237
47.054574774,8.313602942
47.05,8.31
47.05,8.31
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.05,8.31
47.051587596,8.306801878
47.05426976,8.310343391
47.051660708,8.306844776
47.056759896,8.310573704
47.051660708,8.306844776
47.05,8.31
47.0565,8.30955
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.051660708,8.306844776
47.05,8.31
47.05,8.31
47.069917215,8.281309605
47.05,8.31
47.05,8.31
47.05,8.31
47.051660708,8.306844776
47.05269201,8.310722614
47.05,8.31
47.051660708,8.306844776
47.05341,8.29318
47.051666667,8.3075
47.05,8.31
47.051660708,8.306844776
47.0304604,8.2779503
47.05,8.31
47.050567327,8.308154274
47.05269201,8.310722614
47.057036152,8.31075014
47.05,8.31
47.051660708,8.306844776
47.478018279,9.505377285
47.478018279,9.505377285
47.419517657,8.396509941
47.3667,9.68306
47.441776551,8.460732597
47.41186194,7.81058255
46.9,7.13333
46.933333333,7.083333333
46.179098236,6.127172283
46.5198,6.6335
46.51041182,6.626332982
46.5198,6.6335
46.518449106,6.630549669
46.506813553,6.626288517
46.51923,6.6365999
46.52067,6.63616
46.507431,6.6357298
46.5198,6.6335
46.5198,6.6335
47.548224852,7.593453541
46.51955,6.6338349
46.506813553,6.626288517
46.5198,6.6335
46.522594,6.635054
46.55,6.63333
46.512955079,6.604310861
46.521416568,6.629536199
46.507072222,6.626763889
46.53092,6.63467
46.5198,6.6335
46.51524,6.63547
46.5198,6.6335
46.5198,6.6335
47.548224852,7.593453541
46.5169601,6.6296902
46.545984507,6.607125584
46.507698119,6.63004934
46.506813553,6.626288517
46.5198,6.6335
46.521821493,6.604508128
46.5198,6.6335
46.5198,6.6335
46.5098424,6.632835876
46.506813553,6.626288517
46.5198,6.6335
46.507698119,6.63004934
46.5198,6.6335
46.5198,6.6335
46.506813553,6.626288517
46.521624572,6.62899648
46.52174279,6.627188729
46.5198,6.6335
46.5167,6.63333
46.5198,6.6335
46.5198,6.6335
46.524277874,6.631531859
46.51524,6.63547
46.5198,6.6335
47.048180021,8.305489547
46.5191,6.6342
46.5198,6.6335
46.5198,6.6335
46.508,6.63446
46.52174279,6.627188729
46.50684284,6.626660554
46.5198,6.6335
46.5198,6.6335
46.50977,6.62834
46.5198,6.6335
46.5198,6.6335
46.5198,6.6335
46.511285202,6.611390396
46.506813553,6.626288517
46.50684284,6.626660554
46.525959,6.6313901
46.507072222,6.626763889
46.5198,6.6335
47.05,8.31
46.523284748,6.630743851
46.50684284,6.626660554
46.5198,6.6335
46.506813553,6.626288517
46.51955,6.6338349
46.522429,6.630366
46.5198,6.6335
46.520374266,6.62506406
46.523068535,6.632810535
46.5198,6.6335
46.507698119,6.63004934
46.5198,6.6335
46.519020899,6.636345856
46.5198,6.6335
46.507072222,6.626763889
46.50684284,6.626660554
46.52174279,6.627188729
46.5198,6.6335
46.5198,6.6335
46.529037523,6.62265334
46.25487576,6.11233299
46.5198,6.6335
46.5198,6.6335
46.517496303,6.62935798
46.5198,6.6335
46.5198,6.6335
46.5208511,6.6364598
46.5169601,6.6296902
46.5198,6.6335
46.520011381,6.636317911
46.508,6.63446
46.5198,6.6335
46.50959563,6.62479
46.5198,6.6335
46.5198,6.6335
46.5263599,6.60489
46.52357,6.63379
46.535872173,6.596667515
46.5218506,6.6360002
46.521078102,6.63093715
46.5199814,6.6310902
46.5198,6.6335
47.659891114,9.177941366
46.5266495,6.6199999
46.5167,6.63333
46.5198,6.6335
46.5198,6.6335
46.5198,6.6335
46.5198,6.6335
46.5194,6.6305
46.52162864,6.627265786
46.5198,6.6335
46.5198,6.6335
46.507698119,6.63004934
46.52131,6.62814
46.5198,6.6335
47.004370841,6.96511374
46.413987449,6.927975037
46.4,6.916666667
46.414167,6.9275
46.4,6.916666667
46.413987449,6.927975037
46.468956485,6.942408029
46.413987449,6.927975037
46.48254,9.83371
46.497324507,9.837891617
46.50625,9.787444444
46.497324507,9.837891617
46.497324507,9.837891617
46.497996831,9.839027608
46.497324507,9.837891617
46.497996831,9.839027608
46.49884,9.83884
46.6070242,7.1080699
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.939551565,7.441064548
46.95,7.45
47.45,8.7
46.02648635,8.963294607
46.003838138,8.951426705
46.003838138,8.951426705
46.497324507,9.837891617
46.008558333,8.986472222
46.003838138,8.951426705
46.003838138,8.951426705
46.009669061,8.9783046
46.007518216,8.960826911
46.003838138,8.951426705
46.008558333,8.986472222
46.003838138,8.951426705
46.003548,8.9470142
47.5,8.08333
47.66658,9.18347
46.68122646,7.863743625
46.68876862,7.863624555
46.68499365,7.855741318
46.6833,7.85
46.6833,7.85
46.681044913,7.863701293
46.681044913,7.863701293
46.6833,7.85
46.6833,7.85
46.68499365,7.855741318
46.6833,7.85
46.68499365,7.855741318
47.0693545,8.280986504
46.680603167,7.864163776
46.68499365,7.855741318
46.947244444,7.450833333
46.95095,7.46057
46.9771408,7.4583428
46.965365695,7.463009205
46.438717805,6.906034047
46.4333,6.91667
46.4333,6.91667
46.4333,6.91667
46.437561072,6.906937662
46.506813553,6.626288517
46.438717805,6.906034047
46.43148047,6.909277088
46.4333,6.91667
46.438717805,6.906034047
46.438717805,6.906034047
46.4333,6.91667
46.437734694,6.922125925
46.4333,6.91667
46.439038125,6.9052205
46.4333,6.91667
46.4333,6.91667
46.438717805,6.906034047
46.43931,6.90471
46.438717805,6.906034047
46.4333,6.91667
46.4333,6.91667
46.4333,6.91667
46.445052856,6.895617621
46.438717805,6.906034047
46.439038125,6.9052205
46.4333,6.91667
46.442880333,6.8829367
46.438717805,6.906034047
46.438312898,6.906858757
46.439038125,6.9052205
47.0454597,8.3094196
46.4333,6.91667
46.442880333,6.8829367
46.4333,6.91667
46.438717805,6.906034047
46.433820786,6.910748582
46.4333,6.91667
46.431952682,6.909266716
46.4333,6.91667
46.4138425,6.9288018
46.4333,6.91667
46.4333,6.91667
46.4333,6.91667
46.438717805,6.906034047
46.438717805,6.906034047
46.4333,6.91667
46.4333,6.91667
46.4333,6.91667
46.4333,6.91667
46.0167,7.75
46.4333,6.91667
46.4333,6.91667
46.438717805,6.906034047
46.4333,6.91667
46.438717805,6.906034047
46.438717805,6.906034047
46.438717805,6.906034047
46.4333,6.91667
46.4333,6.91667
46.4302895,6.910238638
46.45765,6.93964
46.021555919,7.748323017
46.4667,6.9
46.4333,6.91667
46.532666168,7.664548666
46.02199427,7.75130857
46.021555919,7.748323017
46.021555919,7.748323017
47.051660708,8.306844776
46.0167,7.75
46.022178512,7.747914641
46.021555919,7.748323017
46.0167,7.75
46.016975542,7.770033921
46.021555919,7.748323017
46.0167,7.75
46.021555919,7.748323017
46.0167,7.75
46.0167,7.75
46.0167,7.75
45.971073787,7.722385231
46.0167,7.75
46.021555919,7.748323017
45.971073787,7.722385231
45.991322133,7.70937915
46.0167,7.75
46.0167,7.75
46.021555919,7.748323017
46.021555919,7.748323017
46.021555919,7.748323017
46.0219,7.7544
46.021555919,7.748323017
46.0167,7.75
46.021555919,7.748323017
47.04239,8.32903
45.991322133,7.70937915
46.0219,7.7544
46.021555919,7.748323017
46.0167,7.75
46.021555919,7.748323017
46.024059123,7.748164738
46.0167,7.75
46.0167,7.75
45.992629156,7.754415035
46.021555919,7.748323017
46.0167,7.75
47.049321532,8.310084776
45.991322133,7.70937915
45.991322133,7.70937915
46.021555919,7.748323017
46.502848014,8.817789754
47.617454644,7.660114598
47.117253866,9.334739449
46.1833,6.08333
46.95,7.45
46.95,7.45
46.944182871,7.457639753
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.6833,7.85
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.003491324,8.960580342
46.95,7.45
46.95,7.45
46.952593248,7.440735395
46.952936,7.44034
46.95,7.45
46.95095,7.46057
46.95,7.45
46.95,7.45
46.9383507,7.4424
46.95,7.45
46.95,7.45
46.95,7.45
46.949945658,7.443403006
46.948318593,7.447377813
46.95,7.45
46.95,7.45
46.917222222,7.443611111
46.932196443,7.443115514
46.9488411,7.4472499
46.94836101,7.441606547
46.9498,7.44056
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.943,7.4493
46.95,7.45
46.9478595,7.4378909
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.484672192,9.820428417
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.94836101,7.441606547
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.947533501,7.447761847
46.94599894,7.44080077
46.917222222,7.443611111
46.917222222,7.443611111
46.95,7.45
46.95,7.45
46.94836101,7.441606547
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.2,6.15
46.95,7.45
46.947132433,7.44397223
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.94599894,7.44080077
46.95,7.45
46.95,7.45
46.94836101,7.441606547
46.947502403,7.459571131
46.94813,7.44865
46.95,7.45
46.94836101,7.441606547
46.94836101,7.441606547
46.95,7.45
46.95,7.45
46.9167,7.46667
46.9167,7.46667
46.943559955,7.448977652
46.9167,7.46667
46.95,7.45
46.95,7.45
46.947932,7.447307
46.95,7.45
46.952593248,7.440735395
46.95,7.45
46.9458,7.4485
46.948721751,7.438976328
46.95,7.45
46.917222222,7.443611111
46.947932,7.447307
46.95,7.45
46.95,7.45
46.5198,6.6335
46.94836101,7.441606547
46.95,7.45
46.4333,6.91667
46.94513,7.44965
46.952593248,7.440735395
46.947533501,7.447761847
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.948619455,7.438162491
46.9489479,7.4502573
46.95,7.45
46.919292562,7.438883848
46.95,7.45
46.95,7.45
47.05,8.31
46.961061037,7.455662722
46.947132433,7.44397223
46.95,7.45
46.95,7.45
46.95,7.45
47.051660708,8.306844776
46.95,7.45
46.954664952,7.433575455
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
46.95,7.45
47.051660708,8.306844776
46.95,7.45
46.95,7.45
46.948019444,7.459627778
46.9424782,7.43121
46.95,7.45
47.3667,8.33333
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.952593248,7.440735395
46.95,7.45
46.9167,7.46667
47.05,8.31
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
47.05,8.31
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
47.051660708,8.306844776
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.9167,7.46667
46.23469177,6.118286267
46.22279,6.13839
46.238333333,6.109444444
47.051660708,8.306844776
46.2,6.15
46.214628473,6.130002842
46.23469177,6.118286267
46.933333333,7.083333333
46.8,7.15
46.497324507,9.837891617
47.563840792,7.600107287
47.55448,7.60154
47.56398,7.59943
47.564864682,7.599869527
47.56036328,7.591005506
47.555376218,7.588253235
47.563840792,7.600107287
47.5667,7.6
47.553526842,7.588969744
47.562304111,7.595431644
47.5667,7.6
47.5667,7.6
47.5667,7.6
47.56884354,7.59054535
47.563840792,7.600107287
47.5667,7.6
47.5667,7.6
47.5667,7.6
47.5525499,7.58873
47.5667,7.6
47.5667,7.6
47.56018,7.59175
47.551737307,7.589187906
47.5667,7.6
47.5667,7.6
47.5667,7.6
47.55238,7.59075
47.55251,7.58769
47.5667,7.6
47.5667,7.6
47.59103,7.59263
47.577203143,7.571905001
47.5667,7.6
47.5488017,7.5827031
47.560444444,7.587666667
47.5667,7.6
47.5667,7.6
47.5667,7.6
47.5667,7.6
47.577899597,7.572458467
47.551761156,7.589005032
47.5667,7.6
47.5667,7.6
47.56036328,7.591005506
47.5488017,7.5827031
47.560910297,7.590025443
47.5667,7.6
47.5667,7.6
47.5667,7.6
47.563840792,7.600107287
47.543307719,7.587548016
47.5667,7.6
47.571159248,7.588722932
47.5667,7.6
47.580237257,7.585684703
47.570833,7.584722
47.5667,7.6
47.56036328,7.591005506
47.547222182,7.589764022
47.563840792,7.600107287
46.94544,7.43513
47.5667,7.6
47.558124542,7.587778217
47.5667,7.6
47.54974,7.58434
47.557652132,7.590368681
47.5667,7.6
47.5667,7.6
47.55516207,7.58887422
47.5667,7.6
47.546656268,7.594868586
47.5667,7.6
47.5667,7.6
46.95,7.45
47.5667,7.6
47.558124542,7.587778217
47.55425,7.58936
47.57786679,7.59076726
47.5667,7.6
47.56608,7.5906
47.5667,7.6
47.5488017,7.5827031
47.56887,7.59036
47.5667,7.6
47.563840792,7.600107287
47.56159846,7.583894907
47.563488701,7.590779611
47.563840792,7.600107287
47.563840792,7.600107287
47.5667,7.58333
47.5667,7.6
47.051660708,8.306844776
47.5667,7.6
47.54398,7.59649
47.5667,7.6
47.56036328,7.591005506
47.5667,7.6
47.5667,7.6
47.5667,7.6
47.563840792,7.600107287
47.5667,7.6
47.563840792,7.600107287
47.56887,7.59036
47.5667,7.6
47.5667,7.6
47.548728,7.590262
47.563840792,7.600107287
47.563840792,7.600107287
47.561640603,7.593369359
47.5579414,7.6012702
47.54881,7.58782
47.563840792,7.600107287
47.5667,7.6
47.563840792,7.600107287
47.5667,7.6
47.582234817,7.59363309
47.5667,7.6
47.557652132,7.590368681
47.56887,7.59036
47.5667,7.6
47.564066639,7.601373142
47.5667,7.6
47.5667,7.6
